brand_name,model_name,best_price,screen_size,release_date,sim2
Ulefone,Power 6 4/64GB Blue,4335.0,6.3,9-2019,1
Ulefone,Power 6 4/64GB Red,4211.0,6.3,10-2019,0
Ulefone,Power 6 4/64GB Red,4211.0,6.3,10-2019,1
realme,Q 6/64GB Blue,5957.0,6.3,3-2020,1
Cubot,Quest 4/64GB Black,4099.0,5.5,2-2020,0
2E,R240 Dual Sim Black,877.0,2.4,10-2017,0
Motorola,RAZR 2019 XT200-1 Noir Black,22713.0,6.4,4-2020,1
Motorola,RAZR 2019 XT2000-2 Noir Black,22760.0,6.2,10-2020,0
ASUS,ROG Phone 3 Strix 12/128GB Black (90AI0031-M00010),18618.0,6.59,9-2020,0
ASUS,ROG Phone 3 ZS661KS 12/128GB Black (90AI0032-M00180),18993.0,6.59,9-2020,1
ASUS,ROG Phone 3 ZS661KS 12/256GB Black,21964.0,6.59,9-2020,0
ASUS,ROG Phone 3 ZS661KS 12/512GB Black,28384.0,6.59,9-2020,0
ASUS,ROG Phone 8/512GB DualSim Black,17510.0,6.0,12-2018,0
ASUS,ROG Phone 8/512GB DualSim Black,17510.0,6.0,12-2018,1
ASUS,ROG Phone 8/512GB DualSim Black,17510.0,6.0,12-2018,1
Xiaomi,Redmi 10x 4G 4/128GB Blue,5133.0,6.53,6-2020,0
Xiaomi,Redmi 10x 4G 6/128GB Blue,5761.0,6.53,6-2020,0
Xiaomi,Redmi 4x 2/16GB Black,2358.0,5.0,3-2017,0
Xiaomi,Redmi 4x 2/16GB Gold,2358.0,5.0,3-2017,1
Xiaomi,Redmi 4x 4/64GB Black,2826.0,5.0,8-2017,0
Xiaomi,Redmi 4x 4/64GB Gold,2826.0,5.0,7-2017,0
Xiaomi,Redmi 5 3/32GB Black,2950.0,5.7,12-2017,1
Xiaomi,Redmi 5 3/32GB Gold,3882.0,5.7,12-2017,0
Xiaomi,Redmi 5 Plus 4/64GB Black,3463.0,5.9,12-2017,0
Xiaomi,Redmi 5 Plus 4/64GB Gold,4265.0,5.9,12-2017,0
Xiaomi,Redmi 5A 2/16GB Gold,2420.0,5.0,10-2017,1
Xiaomi,Redmi 5A 3/32GB Gold,2400.0,5.0,4-2018,1
Xiaomi,Redmi 5A 3/32GB Gray,2749.0,5.0,4-2018,0
Xiaomi,Redmi 5A 3/32GB Gray,2749.0,5.0,4-2018,0
Xiaomi,Redmi 6 3/32GB Black,2794.0,5.45,7-2018,1
Xiaomi,Redmi 6 3/32GB Gold,2794.0,5.45,6-2018,0
Xiaomi,Redmi 6 3/64GB Black,3054.0,5.45,10-2018,1
Xiaomi,Redmi 6 3/64GB Gold,3193.0,5.45,10-2018,0
Xiaomi,Redmi 6 3/64GB Gold,3193.0,5.45,10-2018,1
Xiaomi,Redmi 6 4/64GB Black,3480.0,5.45,8-2018,0
Xiaomi,Redmi 6 Pro 3/32GB Black,3317.0,5.84,7-2018,0
Xiaomi,Redmi 6 Pro 4/64GB Black,3627.0,5.84,7-2018,1
Xiaomi,Redmi 7 4/64GB Blue,3671.0,6.26,3-2019,0
Xiaomi,Redmi 7 4/64GB Blue,3671.0,6.26,3-2019,0
Xiaomi,Redmi 7a 2/16GB Black,3248.0,5.45,7-2019,0
Xiaomi,Redmi 7a 3/32GB Black,3468.0,5.45,7-2019,1
Xiaomi,Redmi 8 3/32GB Black,3559.0,6.22,10-2019,0
Xiaomi,Redmi 8 4/64GB Blue,3840.0,6.22,10-2019,0
Xiaomi,Redmi 8A 3/32GB Black,3219.0,6.22,3-2020,0
Xiaomi,Redmi 8A 4/64GB Black,3503.0,6.22,4-2020,0
Xiaomi,Redmi 9 3/32GB Grey NFC,4047.0,6.53,6-2020,1
Xiaomi,Redmi 9 3/32GB Purple no NFC,4099.0,6.53,11-2020,0
Xiaomi,Redmi 9 4/128GB Blue (no NFC),4960.0,6.53,10-2020,0
Xiaomi,Redmi 9 4/128GB Blue (no NFC),4960.0,6.53,10-2020,1
Xiaomi,Redmi 9 4/128GB Green (no NFC),4822.0,6.53,10-2020,1
Xiaomi,Redmi 9 4/128GB Green (no NFC),4822.0,6.53,10-2020,0
Xiaomi,Redmi 9 4/128GB Grey (no NFC),4861.0,6.53,10-2020,1
Xiaomi,Redmi 9 4/128GB Pink (no NFC),4846.0,6.53,10-2020,0
Xiaomi,Redmi 9 4/64GB Grey NFC,4492.0,6.53,6-2020,0
Xiaomi,Redmi 9 4/64Gb Pink (no NFC),4316.0,6.53,11-2020,0
Xiaomi,Redmi 9 6/128GB Grey (no NFC),5179.0,6.53,10-2020,0
Xiaomi,Redmi 9A 2/32GB Granite Gray,3163.0,6.53,7-2020,1
Xiaomi,Redmi 9C 2/32GB Midnight Gray,3490.0,6.53,8-2020,1
Xiaomi,Redmi 9C 3/64GB Midnight Gray,3778.0,6.53,8-2020,1
Xiaomi,Redmi 9C NFC 2/32GB Midnight Gray,3484.0,6.53,8-2020,1
Xiaomi,Redmi 9C NFC 3/64GB Midnight Gray,4256.0,6.53,8-2020,1
Xiaomi,Redmi 9T 4/128GB Twilight Blue,6064.0,6.53,1-2021,1
Xiaomi,Redmi 9T 4/64GB Sunrise Orange,5495.0,6.53,1-2021,0
Xiaomi,Redmi K30 6/128GB Purple,8000.0,6.67,5-2020,1
Xiaomi,Redmi K30 8/128GB Purple,7725.0,6.67,5-2020,0
Xiaomi,Redmi K30 8/256GB Red,8577.0,6.67,5-2020,1
Xiaomi,Redmi K30 Pro 6/128GB White,14108.0,6.67,5-2020,1
Xiaomi,Redmi Note 4 3/32GB (Gray),2819.0,5.5,11-2016,1
Xiaomi,Redmi Note 4 3/64GB (Gold),2931.0,5.5,9-2016,1
Xiaomi,Redmi Note 4 3/64GB (Gold),2931.0,5.5,9-2016,1
Xiaomi,Redmi Note 4x 3/32GB Black,2675.0,5.5,2-2017,1
Xiaomi,Redmi Note 4x 4/64GB Black,2809.0,5.5,5-2017,0
Xiaomi,Redmi Note 4x 4/64GB Gold,2809.0,5.5,5-2017,0
Xiaomi,Redmi Note 5 3/32GB Black,3320.0,5.9,5-2018,1
Xiaomi,Redmi Note 5 3/32GB Gold,3671.0,5.9,5-2018,0
Xiaomi,Redmi Note 5 3/32GB Rose Gold,3595.0,5.9,5-2018,0
Xiaomi,Redmi Note 5 4/64GB Gold,3451.0,5.99,5-2018,0
Xiaomi,Redmi Note 6 Pro 3/32GB Blue,3599.0,6.26,10-2018,0
Xiaomi,Redmi Note 6 Pro 4/64GB Blue,5010.0,6.26,10-2018,0
Xiaomi,Redmi Note 6 Pro 4/64GB Rose Gold,5010.0,6.26,10-2018,1
Xiaomi,Redmi Note 7 4/64GB Black,4323.0,6.3,1-2019,0
Xiaomi,Redmi Note 8 3/32GB Blue,4304.0,6.3,11-2019,0
Xiaomi,Redmi Note 8 4/128GB Black,5261.0,6.3,10-2019,1
Xiaomi,Redmi Note 8 4/64GB Blue,4888.0,6.3,9-2019,0
Xiaomi,Redmi Note 8 6/128GB Blue,5514.0,6.3,9-2019,1
Xiaomi,Redmi Note 8 6/64GB White,5164.0,6.3,8-2020,1
Xiaomi,Redmi Note 8 Pro 6/128GB Green,6811.0,6.53,9-2019,1
Xiaomi,Redmi Note 8 Pro 6/64GB Green,6164.0,6.53,9-2019,0
Xiaomi,Redmi Note 8 Pro 8/128GB White,6630.0,6.53,5-2020,0
Xiaomi,Redmi Note 8T 3/32GB Grey,6600.0,6.3,11-2019,0
Xiaomi,Redmi Note 8T 4/64GB Grey,4899.0,6.3,11-2019,0
Xiaomi,Redmi Note 9 3/64GB Grey (no NFC),4834.0,6.53,7-2020,1
Xiaomi,Redmi Note 9 3/64GB Grey NFC,5085.0,6.53,5-2020,1
Xiaomi,Redmi Note 9 4/128GB Grey NFC,5648.0,6.53,5-2020,0
Xiaomi,Redmi Note 9 4/128GB White (no NFC),5210.0,6.53,7-2020,0
Xiaomi,Redmi Note 9 Pro 4/64GB Interstellar Grey,7014.0,6.67,11-2020,1
Xiaomi,Redmi Note 9 Pro 6/128GB Grey,7427.0,6.67,5-2020,1
Xiaomi,Redmi Note 9 Pro 6/64GB Green,6820.0,6.67,5-2020,1
Xiaomi,Redmi Note 9S 4/64GB Grey,5754.0,6.67,4-2020,0
Xiaomi,Redmi Note 9S 6/128GB Grey,6576.0,6.67,4-2020,0
Xiaomi,Redmi Note 9T 4/128GB Nightfall Black,8442.0,6.53,1-2021,1
Xiaomi,Redmi Note 9T 4/64GB Daybreak Purple,7682.0,6.53,1-2021,0
OPPO,Reno 4 Lite 8/128GB Magic Blue,10221.0,6.43,9-2020,1
OPPO,Reno 4 Pro 8/256GB Starry Night,15361.0,6.5,9-2020,1
OPPO,Reno 6/256GB Ocean Green,10341.0,6.4,4-2020,1
OPPO,Reno2 8/256GB Ocean Blue,12535.0,6.5,12-2019,1
OPPO,Reno2 Z 8/128GB Black,8450.0,6.5,12-2019,1
OPPO,Reno4 Z 5G 8/128GB Black,10974.0,6.57,10-2020,0
Land,Rover Tank T3 KUH Black,1382.0,2.4,6-2020,0
Ulefone,S1 1/8GB Black,1697.0,5.5,11-2018,1
Ulefone,S1 1/8GB Black,1697.0,5.5,11-2018,1
Bluboo,S1 Black,3032.0,5.5,10-2017,0
S-TELL,S1-07 Black,299.0,1.8,6-2017,1
S-TELL,S1-07 Gold,299.0,1.8,6-2017,0
2E,S180 DualSim Red,273.0,1.77,9-2018,0
Rezone,S240 Age Black Orange,499.0,2.4,9-2019,0
Rezone,S240 Age Black Orange,499.0,2.4,9-2019,1
Philips,S260 Black,1499.0,5.45,12-2019,1
CAT,S31 Black,6718.0,4.7,2-2018,1
DOOGEE,S40 3/32GB Black,2939.0,5.5,8-2019,0
DOOGEE,S40 Lite 2/16GB Black,2707.0,5.5,8-2020,1
DOOGEE,S40 Lite 2/16GB Black,2707.0,5.5,8-2020,1
DOOGEE,S40 Lite 2/16GB Black,2707.0,5.5,8-2020,1
DOOGEE,S40 Pro 4/64GB Black,3590.0,5.45,11-2020,0
DOOGEE,S40 Pro 4/64GB Black,3590.0,5.45,11-2020,1
CAT,S42 Dual Black,9148.0,5.5,9-2020,0
Lenovo,S5 4/64GB Pink,3245.0,5.7,7-2019,1
Lenovo,S5 Pro 6/64GB Black,4183.0,6.2,3-2019,1
Lenovo,S5 Pro 6/64Gb Blue,3849.0,6.2,8-2019,1
Lenovo,S5 Pro 6/64Gb Gold,3957.0,6.2,8-2019,0
CAT,S52,13259.0,5.65,11-2019,1
DOOGEE,S55 4/64GB Black,3527.0,5.5,2-2019,0
Philips,S561 3/32GB Black,2872.0,5.45,1-2020,0
DOOGEE,S58 Pro 6/64GB Black,4998.0,5.71,9-2020,0
CAT,S60,10977.0,4.7,8-2016,1
DOOGEE,S60 Lite 4/32GB Black,3789.0,5.2,5-2018,1
DOOGEE,S60 Lite 4/32GB Black,3789.0,5.2,5-2018,0
CAT,S61 Black,25649.0,5.2,8-2018,0
CAT,S62 Pro,19229.0,5.7,9-2020,1
DOOGEE,S68 Pro 6/128GB Black,6680.0,5.9,1-2020,0
DOOGEE,S88 Pro 6/128GB Black,6514.0,6.3,8-2020,1
DOOGEE,S90C 4/128GB Black,5612.0,6.18,8-2020,1
DOOGEE,S90C 4/64GB Black,5299.0,6.18,12-2019,0
DOOGEE,S90C 4/64GB Black,5299.0,6.18,12-2019,1
DOOGEE,S90C 4/64GB Black,5299.0,6.18,12-2019,1
DOOGEE,S90C 4/64GB GIFT Orange,8071.0,6.18,4-2020,0
DOOGEE,S95 Pro 8/128GB Black,8904.0,6.3,2-2020,1
DOOGEE,S95 Pro 8/256GB Mineral Black,9430.0,6.3,7-2020,1
DOOGEE,S96 Pro 8/128GB Black,7791.0,6.22,1-2021,0
DOOGEE,S96 Pro 8/128GB Green,7842.0,6.22,1-2021,0
DOOGEE,S96 Pro 8/128GB Orange,7903.0,6.22,1-2021,1
MAFAM,SUN6 Blue,899.0,3.0,12-2019,1
Archos,Sense 55DC 16GB Black,1799.0,5.5,6-2018,1
Archos,Sense 55DC 16GB Gold,2299.0,5.5,3-2018,0
Archos,Sense 55DC 16GB Gold,2299.0,5.5,3-2018,0
Archos,Sense 55DC 16GB Gold,2299.0,5.5,3-2018,1
Archos,Sense 55S 16GB Black,2775.0,5.5,3-2018,0
Assistant,Shine AS-5435 Blue,1599.0,5.0,6-2017,1
Jinga,Simple F200n Black,249.0,1.77,2-2020,0
Jinga,Simple F200n Black,249.0,1.77,2-2020,0
Vodafone,Smart Ultra Dark Gray,2142.0,5.5,1-2017,1
Tecno,Spark 4 KC2 3/32GB Royal Purple,2999.0,6.52,11-2019,1
Tecno,Spark 4 Lite 2/32GB Midnight Black (4895180754593),2321.0,6.52,5-2020,0
Tecno,Spark 5 Pro KD7 4/128GB DS Spark Orange,3762.0,6.6,7-2020,1
Tecno,Spark 5 Pro KD7 4/64GB DS Spark Orange,3583.0,6.6,7-2020,0
Tecno,Spark 6 Go KE5 2/32GB Aqua Blue (4895180762383),2769.0,6.52,10-2020,0
Tecno,Spark 6 Go KE5j 3/64GB Aqua Blue (4895180762918),3193.0,6.52,11-2020,1
Tecno,Spark 6 KE7 4/128GB Comet Black (4895180762079),4129.0,6.8,11-2020,0
Tecno,Spark 6 KE7 4/64GB Ocean Blue (4895180762024),3750.0,6.8,11-2020,0
Microsoft,Surface Duo 6GB/256GB (TGM-00001),44232.0,8.1,1-2021,0
iOutdoor,T1 Yellow,1048.0,2.4,4-2020,0
iOutdoor,T1 Yellow,1048.0,2.4,4-2020,0
Vernee,T3 Pro 3/16GB Black,1949.0,5.5,12-2018,1
Vernee,T3 Pro 3/16GB Black,1949.0,5.5,12-2018,0
Tecno,T301 Black (4895180743320),294.0,1.77,12-2019,1
Tecno,T372 TripleSIM Black (4895180746833),366.0,2.4,12-2019,1
Tecno,T454 Champagne Gold (4895180745980),536.0,2.8,12-2020,0
Tecno,T474 Blue (4895180748004),614.0,2.8,12-2020,0
Elephone,U 6/128GB Black,5095.0,5.99,11-2019,0
HTC,U11 4/64GB Black 99HAMB075-00,5649.0,5.5,6-2017,0
HTC,U11 4/64GB White,5899.0,5.5,6-2017,1
HTC,U20 5G 8/256GB White,19649.0,6.8,11-2020,1
Elephone,U3H 8/256GB Black,6615.0,6.53,6-2020,0
Elephone,U3H 8/256GB Black,6615.0,6.53,6-2020,0
Honor,V10 6/128GB Dual Beach Gold,6980.0,5.9,1-2018,1
Viaan,V182 Black,249.0,1.8,9-2017,0
vivo,V20 8/128GB Midnight Jazz,11632.0,6.44,10-2020,1
vivo,V20 8/128GB Sunset Melody,11360.0,6.44,10-2020,0
vivo,V20 SE 8/128GB Gravity Black,8762.0,6.44,10-2020,1
Viaan,V241 (Black),326.0,2.4,9-2016,1
Viaan,V281 Black,400.0,2.8,4-2017,0
Viaan,V281 Black,400.0,2.8,4-2017,1
LG,V40 ThinQ 4/64GB Aurora Black,6874.0,6.4,11-2019,1
LG,V50 ThinQ 5G 6/128GB Single Sim Black,9798.0,6.4,10-2019,0
LG,V50S ThinQ 5G 8/256GB Aurora Black,10499.0,6.4,5-2020,0
Honor,V9 6/64GB Red,6186.0,5.7,10-2018,1
Honor,V9 6/64GB Red,6186.0,5.7,10-2018,0
LG,Velvet 5G LM-G900EM 6/128GB Aurora Gray,15525.0,6.8,12-2020,1
Oukitel,WP1 4/64GB Black,3404.0,5.5,2-2019,1
Oukitel,WP2 4/64GB Black,4449.0,6.0,2-2019,1
Oukitel,WP2 4/64GB Gold,4433.0,6.0,2-2019,0
Oukitel,WP5 3/32GB Black,3149.0,5.5,4-2020,1
Oukitel,WP5 Pro 4/64GB Black,3813.0,5.5,8-2020,1
Oukitel,WP6 4/128GB Black,5231.0,6.3,9-2020,1
Oukitel,WP6 6/128GB Black,6628.0,6.3,6-2020,1
Oukitel,WP7 8/128GB Black,9981.0,6.53,6-2020,0
Oukitel,WP8 Pro 4/64GB Black,4897.0,6.49,11-2020,0
Vernee,X 4/64GB Black,2823.0,6.0,10-2018,1
Samsung,X Cover 4s G398F (SM-G398FZKD),7130.0,5.0,8-2019,0
LG,X Screen 16GB Single K500n White,2749.0,4.93,10-2019,0
Sigma mobile,X-STYLE 241 SNAP Black,647.0,2.4,1-2021,0
Sigma mobile,X-TREME IO93,950.0,2.4,12-2020,1
Sigma mobile,X-TREME IO93,950.0,2.4,12-2020,1
Sigma mobile,X-TREME PQ39 ULTRA Black,9323.0,5.5,11-2020,0
Sigma mobile,X-TREME PQ39 ULTRA Black-Green,9348.0,5.5,11-2020,0
Sigma mobile,X-TREME PQ54 MAX,6883.0,5.7,11-2020,1
Sigma mobile,X-style 17 Update Black,311.0,1.77,2-2020,0
Sigma mobile,X-style 18 TRACK Black,328.0,1.77,2-2020,1
Sigma mobile,X-style 24 ONYX Grey,730.0,2.4,7-2019,1
Sigma mobile,X-style 31 Power Black,684.0,2.8,1-2018,1
Sigma mobile,X-style 31 Power Blue,687.0,2.8,1-2018,1
Sigma mobile,X-style 31 Power Orange,682.0,2.8,8-2020,1
Sigma mobile,X-style 31 Power Orange,682.0,2.8,8-2020,0
Sigma mobile,X-style 31 Power Yellow,680.0,2.8,8-2020,0
Sigma mobile,X-style 32 Boombox Black,815.0,2.4,12-2017,1
Sigma mobile,X-style 32 Boombox Red,819.0,2.4,12-2017,1
Sigma mobile,X-style 33 Steel Grey,879.0,2.8,2-2018,1
Sigma mobile,X-style 33 Steel Red,818.0,2.8,2-2018,0
Sigma mobile,X-style 34NRG Black,570.0,2.4,11-2019,0
Sigma mobile,X-style 34NRG Blue,569.0,2.4,11-2019,0
Sigma mobile,X-style 36 Point Black,705.0,3.2,8-2020,1
Sigma mobile,X-style S3500 sKai Black,1036.0,2.4,9-2019,0
Sigma mobile,X-treme DT68 black,1206.0,2.4,3-2018,1
Sigma mobile,X-treme DT68 black-red,1225.0,2.4,3-2018,0
Sigma mobile,X-treme DZ68 Black,2066.0,2.4,10-2018,0
Sigma mobile,X-treme DZ68 Black-yellow,2049.0,2.4,10-2018,0
Sigma mobile,X-treme DZ68 Black-yellow,2049.0,2.4,10-2018,0
Sigma mobile,X-treme IT67m black-orange,1067.0,2.2,6-2019,0
Sigma mobile,X-treme PQ20 Black,2552.0,5.0,8-2019,1
Sigma mobile,X-treme PQ20 Black Orange,2546.0,5.0,8-2019,0
Sigma mobile,X-treme PQ20 Black Orange,2546.0,5.0,8-2019,1
Sigma mobile,X-treme PQ24 Black,2999.0,5.0,1-2017,1
Sigma mobile,X-treme PQ24 Black/Orange,2999.0,5.0,1-2017,0
Sigma mobile,X-treme PQ29 Black,4175.0,5.0,4-2019,0
Sigma mobile,X-treme PQ29 Black-Orange,4074.0,5.0,4-2019,1
Sigma mobile,X-treme PQ29 Black-Orange,4074.0,5.0,4-2019,0
Sigma mobile,X-treme PQ36 Black,4606.0,5.45,4-2020,1
Sigma mobile,X-treme PQ36 Orange,4671.0,5.45,4-2020,1
Sigma mobile,X-treme PQ39 Black,7399.0,5.5,3-2018,1
Sigma mobile,X-treme PQ52 Black-Orange,3999.0,5.0,2-2018,0
Sigma mobile,X-treme PQ53 Black,4983.0,5.7,10-2018,1
Sigma mobile,X-treme PQ54 Black (4827798865712),6603.0,5.7,12-2018,0
Sigma mobile,X-treme PT68 Black,1558.0,2.4,7-2018,1
Sigma mobile,X-treme ST68 Black,1399.0,2.8,2-2019,1
Sigma mobile,X-treme ST68 black-yellow,1405.0,2.8,2-2019,0
Cubot,X19 4/64GB Black,3016.0,5.93,8-2020,1
realme,X2 Pro 8/128GB Lunar White,10999.0,6.5,3-2020,0
Cubot,X20 Pro 6/128GB Black,4265.0,6.3,6-2020,1
AGM,X3 6/64GB Black,11278.0,5.99,11-2019,1
AGM,X3 8/64GB Black,15048.0,5.99,6-2020,1
AGM,X3 8/64GB Black,15048.0,5.99,6-2020,1
realme,X50 5G 6/128GB Jungle Green,9049.0,6.57,10-2020,0
vivo,X50 8/128GB Frost Blue,15507.0,6.56,7-2020,1
vivo,X50 8/128GB Graze Black,15505.0,6.56,7-2020,0
realme,X50 Pro 5G 8/128GB Green,14659.0,6.44,6-2020,0
realme,X50 Pro 5G 8/256GB Rust Red,14785.0,6.44,1-2021,1
vivo,X50 Pro 8/256GB Alpha Grey,24519.0,6.56,7-2020,0
DOOGEE,X60L Matte Black (6924351653118),2200.0,5.5,4-2018,0
Nokia,X7 Dual Sim 6/128GB Black,7515.0,6.18,10-2019,0
Nokia,X7 Dual Sim 6/64GB Black,6916.0,6.18,8-2019,0
DOOGEE,X90 1/16GB Black,1844.0,6.1,5-2019,0
DOOGEE,X90 1/16GB Blue,1967.0,6.1,5-2019,1
DOOGEE,X90 1/16GB Gold,1949.0,6.1,5-2019,1
DOOGEE,X90 1/16GB Gold,1949.0,6.1,5-2019,0
DOOGEE,X90L 3/16GB Green,2399.0,6.1,5-2019,1
DOOGEE,X90L 3/16GB Purple,2399.0,6.1,5-2019,1
DOOGEE,X90L 3/16GB Purple,2399.0,6.1,5-2019,0
DOOGEE,X95 2/16GB Black,2494.0,6.52,6-2020,1
DOOGEE,X95 2/16GB Green,2517.0,6.52,6-2020,0
DOOGEE,X95 2/16GB Green,2517.0,6.52,6-2020,0
Philips,Xenium E106 Black,517.0,1.77,6-2017,1
Philips,Xenium E109 Black,480.0,1.77,6-2019,1
Philips,Xenium E182 Blue,1368.0,2.4,8-2019,0
Philips,Xenium E255 Black,1395.0,2.4,8-2019,1
Philips,Xenium E255 Blue,1393.0,2.4,12-2019,1
Philips,Xenium E255 Red,1397.0,2.4,8-2020,1
Philips,Xenium E580 Dual Sim Black,1978.0,2.8,2-2020,0
Sony,Xperia 1 II XQ-AT51 8/256GB Black,29990.0,6.5,12-2020,1
Sony,Xperia 1 II XQ-AT51 8/256GB Black,29990.0,6.5,12-2020,0
Sony,Xperia 1 II XQ-AT52 12/256GB Mirror Lake Green,34165.0,6.5,12-2020,1
Sony,Xperia 1 II XQ-AT52 8/256GB Purple,31426.0,6.5,8-2020,0
Sony,Xperia 1 J9110 Black,18063.0,6.5,6-2019,0
Sony,Xperia 10 I4113 Black,5599.0,6.0,3-2019,1
Sony,Xperia 10 II 4/128GB Mint,10887.0,6.0,8-2020,0
Sony,Xperia 5 II 8/128GB Black,29990.0,6.1,12-2020,0
Sony,Xperia 5 II 8/256GB Blue,29927.0,6.1,10-2020,1
Sony,Xperia 5 J9210 6/128GB Black,17475.0,6.1,9-2019,1
Sony,Xperia C5 Ultra Dual E5533 (Black),8999.0,6.0,9-2015,1
Sony,Xperia XA1 Dual (G3112) Black,3399.0,5.0,5-2017,1
Sony,Xperia XA1 Dual (G3112) Black,3399.0,5.0,5-2017,1
Sony,Xperia XZ (Black),5749.0,5.2,9-2016,1
Sony,Xperia XZ (Blue),5199.0,5.2,9-2016,1
Sony,Xperia XZ (Blue),5199.0,5.2,9-2016,0
Sony,Xperia XZ Dual F8332 (Black),5199.0,5.2,10-2016,0
Sony,Xperia Z (Black),2070.0,5.0,1-2013,0
Sony,Xperia Z5 Dual E6683 (White),5244.0,5.2,9-2015,0
Sony,Xperia Z5 Premium E6853 (Black),4560.0,5.5,9-2015,1
LEAGOO,Xrover C 2/16GB Black,2684.0,5.72,3-2020,0
vivo,Y11 3/32GB Agate Red,3497.0,6.35,12-2019,1
vivo,Y15 4/64GB Aqua Blue,4249.0,6.35,7-2019,0
vivo,Y15 4/64GB Aqua Blue,4249.0,6.35,7-2019,0
vivo,Y15 4/64GB Burgundy Red,4356.0,6.35,7-2019,0
vivo,Y19 4/128GB Black,4998.0,6.53,12-2019,1
vivo,Y1S 2/32GB Black,3117.0,6.22,7-2020,1
vivo,Y1S 2/32GB Blue,3080.0,6.22,7-2020,1
vivo,Y20 4/64GB Nebula Blue,4732.0,6.51,10-2020,0
vivo,Y20 4/64GB Obsidian Black,4752.0,6.51,10-2020,0
vivo,Y30 4/64GB Black,4481.0,6.47,7-2020,1
vivo,Y30 4/64GB Blue,4467.0,6.47,7-2020,0
HUAWEI,Y5 2019 2/16GB Black (51093SHA),2742.0,5.71,5-2019,0
HUAWEI,Y5 2019 2/16GB Black (51093SHA),2742.0,5.71,5-2019,0
HUAWEI,Y5 2019 2/16GB Brown (51093SHE),2768.0,5.71,5-2019,0
HUAWEI,Y5p 2/32GB Mint Green (51095MUB),2598.0,5.45,5-2020,0
HUAWEI,Y6 2019 DS Amber Brown (51093PMR),3195.0,6.09,3-2019,1
HUAWEI,Y6 2019 DS Amber Brown (51093PMR),3195.0,6.09,3-2019,0
HUAWEI,Y6 2019 DS Blue,3121.0,6.09,4-2019,1
HUAWEI,Y6 2019 DS Blue,3121.0,6.09,4-2019,0
HUAWEI,Y6 2019 DS Midnight Black (51093PMP),2974.0,6.09,3-2019,0
HUAWEI,Y6 Prime 2018 3/32GB Gold (51092MFF),3869.0,5.7,5-2018,0
HUAWEI,Y6 Prime 2018 3/32GB Gold (51092MFF),3869.0,5.7,5-2018,1
HUAWEI,Y6 Pro (Gold),2687.0,5.0,3-2016,1
HUAWEI,Y6p 3/64GB Midnight Black (51095KYP),3812.0,6.3,5-2020,1
HUAWEI,Y6s 3/32GB Orhid Blue (51094WBU),3516.0,6.09,1-2020,1
HUAWEI,Y6s 3/32GB Orhid Blue (51094WBU),3516.0,6.09,1-2020,0
HUAWEI,Y6s 3/32GB Starry Black (51094WBW),3496.0,6.09,1-2020,1
HUAWEI,Y7 2019 3/32GB Coral Red (51093HEW),3702.0,6.26,2-2019,1
HUAWEI,Y7 2019 3/32GB Coral Red (51093HEW),3702.0,6.26,2-2019,0
HUAWEI,Y7 Prime 2018 3/32GB Black (51092JHA),4190.0,5.99,5-2018,1
DOOGEE,Y9 Plus 4/64GB Black,3199.0,6.3,12-2019,1
DOOGEE,Y9 Plus 4/64GB Blue,3199.0,6.3,12-2019,1
ASUS,ZenFone Live ZB501KL Navy Black (ZB501KL-4A053A),3145.0,5.0,7-2018,1
ASUS,Zenfone 5 ZE620KL 4/64GB Blue (ZE620KL-1A012WW),5663.0,6.2,3-2018,0
ASUS,Zenfone 7 Pro ZS671KS 8/256GB Black,27417.0,6.67,10-2020,1
ASUS,Zenfone 7 ZS670KS 8/128GB Black,21435.0,6.67,10-2020,0
Nomi,i144c Black,249.0,1.44,9-2020,1
Nomi,i144c Red,241.0,1.44,9-2020,1
Nomi,i144c Red,241.0,1.44,9-2020,1
Nomi,i144m Black,220.0,1.44,9-2020,1
Nomi,i144m Blue,235.0,1.44,12-2019,0
Nomi,i187 Black,398.0,1.77,7-2019,1
Nomi,i187 Black,398.0,1.77,7-2019,1
Nomi,i187 White,392.0,1.77,7-2019,1
Nomi,i189 Black,308.0,1.77,12-2019,1
Nomi,i189 Blue,303.0,1.77,1-2020,0
Nomi,i220 Black,596.0,2.2,10-2019,0
Nomi,i220 Red,598.0,2.2,10-2019,0
Nomi,i240 (Black),530.0,2.4,12-2014,1
Nomi,i2400 Black,692.0,2.4,1-2020,1
Nomi,i2400 Black,692.0,2.4,1-2020,0
Nomi,i2400 Red,687.0,2.4,8-2019,1
Nomi,i2401 Red,387.0,2.4,2-2020,0
Nomi,i2410 Grey,529.0,2.4,1-2020,1
Nomi,i2410 Grey,529.0,2.4,1-2020,0
Nomi,i248 Black,395.0,2.4,2-2019,1
Nomi,i281 Black,733.0,2.8,8-2017,1
Nomi,i281 Black,733.0,2.8,8-2017,1
Nomi,i281 Red,741.0,2.8,8-2017,0
Nomi,i282 Grey,689.0,2.8,9-2017,1
Nomi,i283 Red,999.0,2.8,10-2018,0
Nomi,i284 Black,584.0,2.8,1-2020,0
Nomi,i284 Red,574.0,2.8,1-2020,0
Nomi,i284 Violet-blue,580.0,2.8,1-2020,1
Nomi,i285 X-Treme Black-Yellow,1071.0,2.8,8-2019,0
